Bill of Lading Number,Count,Arrival Date,Matching Fields,Consignee,Consignee Industry,Consignee (Original Format),Consignee Ultimate Parent,Shipper,Shipper (Original Format),Shipper Ultimate Parent,Carrier,Notify Party,Notify Party SCAC,Shipment Origin,Shipment Destination,Shipment Destination Region,Port of Unlading,Port of Unlading Region,Port of Unlading roll,Port of Lading,Port of Lading Region,Port of Lading Country,Place of Receipt,Transport Method,Cargo,Vessel,Vessel Voyage ID,Vessel IMO,Quantity,Measurement,Weight (kg), Weight (t) ,Weight (Original Format), Value of Goods (USD) ,FROB,Manifest Number,Inbond Code,Industry - GICS,Number of Containers,Container Numbers,HS Code,Goods Shipped,Container Type of Service
PCMV224026,1,10/29/2024,"Consignee: St Marys Cement Mary's Cement Co., Detroit Plant; Goods Shipped: Cement Clinker; Vessel: Saint Marys Cement Ii; Shipper: Mary's Cement Corp.",Votorantim,Construction Materials,"ST. MARY'S CEMENT
9333 DEARBORN RD
DETROIT, MICH. 48209",Hejoassu Administração S.A.,Votorantim,"ST. MARY'S CEMENT
400, Waverly Road South
Bowmanville
Ontario
L1C 3K3
Canada",Hejoassu Administração S.A.,PCMV - Port City Marine Services,,,Canada,"Detroit/Wayne County Port Authority, Detroit, Michigan",North Central Region,"Detroit/Wayne County Port Authority, Detroit, Michigan",North Central Region,Great Lakes,"Bowmanville, Ont, Canada",North America,Canada,3801,Maritime,CEMENT CLINKER,SAINT MARYS CEMENT II,4026,,1 DBK, CF,7818129," 7,818 ",8618 ST," $15,378,000.00 ",,000001,,15102010,1,NC,Classified: 6904.90,CEMENT CLINKER,
PCMV124030,1,10/27/2024,"Consignee: St Marys Cement Mary's Cement Corp., Detroit Plant; Goods Shipped: Portland Cement; Vessel: Saint Marys Cement; Shipper: Mary's Cement Corp.",Votorantim,Construction Materials,"ST. MARY'S CEMENT
250 JEFFERSON AVE
CLEVELAND OHIO 44113",Hejoassu Administração S.A.,Votorantim,"ST. MARY'S CEMENT
400, Waverly Road South
Bowmanville
Ontario
L1C 3K3
Canada",Hejoassu Administração S.A.,PCMV - Port City Marine Services,,,Canada,"Port Of Cleveland, Cleveland, Ohio",North Central Region,"Port Of Cleveland, Cleveland, Ohio",North Central Region,Great Lakes,"Bowmanville, Ont, Canada",North America,Canada,4101,Maritime,Portland,SAINT MARYS CEMENT,4030,,1 DBK, CF,7115967," 7,116 ",7844 ST," $640,000.00 ",,000001,,15102010,1,NC,Classified: 2523.21,PORTLAND CEMENT,
CSSLCTAD24077,1,10/9/2024,"Consignee: St Marys Cement Mary's Cement Co., Detroit Plant; Consignee (Original Format): St Marys Cement; Shipper (Original Format): St Marys Cement; Shipper: Mary's Cement Corp.",Votorantim,Construction Materials,"ST MARYS CEMENT
9333 DEARBORN STREET
DETROIT MI 48209",Hejoassu Administração S.A.,Votorantim,"ST MARYS CEMENT
400, Waverly Road South
Bowmanville
Ontario
L1C 3K3
Canada",Hejoassu Administração S.A.,CSSL - The Csl Group Inc,,,Canada,"Detroit/Wayne County Port Authority, Detroit, Michigan",North Central Region,"Detroit/Wayne County Port Authority, Detroit, Michigan",North Central Region,Great Lakes,"Bowmanville, Ont, Canada",North America,Canada,CANADA,Maritime,CLINKER,CSL TADOUSSAC,24077,,1 BLK, CF,26350000," 26,350 ",26350000 KG," $31,172,000.00 ",,000001,,15102010,1,NC,Classified: 6904.90,CLINKER,
PCMV124028,1,10/8/2024,"Consignee: St Marys Cement Mary's Cement Corp., Detroit Plant; Goods Shipped: Portland Cement; Vessel: Saint Marys Cement; Shipper (Original Format): Saint Marys Cement; Shipper: Mary's Cement Corp.",Votorantim,Construction Materials,"ST. MARY'S CEMENT
250 JEFFERSON AVE
CLEVELAND OHIO 44113",Hejoassu Administração S.A.,Votorantim,"SAINT MARYS CEMENT
400, Waverly Road South
Bowmanville
Ontario
L1C 3K3
Canada",Hejoassu Administração S.A.,PCMV - Port City Marine Services,,,Canada,"Port Of Cleveland, Cleveland, Ohio",North Central Region,"Port Of Cleveland, Cleveland, Ohio",North Central Region,Great Lakes,"Bowmanville, Ont, Canada",North America,Canada,4101,Maritime,Portland,SAINT MARYS CEMENT,4028,,1 DBK, CF,6162514.5," 6,163 ",6793 ST," $555,000.00 ",,000001,,15102010,1,NC,Classified: 2523.21,PORTLAND CEMENT,
PCMV224024,1,10/2/2024,"Consignee: St Marys Cement Mary's Cement Co., Detroit Plant; Goods Shipped: Cement Clinker; Vessel: Saint Marys Cement Ii; Shipper (Original Format): Saint Marys Cement; Shipper: Mary's Cement Corp.",Votorantim,Construction Materials,"ST. MARY'S CEMENT
9333 DEARBORN RD
DETROIT, MICH. 48209",Hejoassu Administração S.A.,Votorantim,"SAINT MARYS CEMENT
400, Waverly Road South
Bowmanville
Ontario
L1C 3K3
Canada",Hejoassu Administração S.A.,PCMV - Port City Marine Services,,,Canada,"Detroit/Wayne County Port Authority, Detroit, Michigan",North Central Region,"Detroit/Wayne County Port Authority, Detroit, Michigan",North Central Region,Great Lakes,"Bowmanville, Ont, Canada",North America,Canada,3801,Maritime,CEMENT CLINKER,SAINT MARYS CEMENT II,4024,,1 DBK, CF,12155385," 12,155 ",13399 ST," $15,826,000.00 ",,000001,,15102010,1,NC,Classified: 6904.10,CEMENT CLINKER,
PCMV124027,1,9/29/2024,"Consignee: St Marys Cement Mary's Cement Corp., Detroit Plant; Goods Shipped: Portland Cement; Vessel: Saint Marys Cement; Shipper (Original Format): Saint Marys Cement; Shipper: Mary's Cement Corp.",Votorantim,Construction Materials,"ST. MARY'S CEMENT
250 JEFFERSON AVE
CLEVELAND OHIO 44113",Hejoassu Administração S.A.,Votorantim,"SAINT MARYS CEMENT
400, Waverly Road South
Bowmanville
Ontario
L1C 3K3
Canada",Hejoassu Administração S.A.,PCMV - Port City Marine Services,,,Canada,"Port Of Cleveland, Cleveland, Ohio",North Central Region,"Port Of Cleveland, Cleveland, Ohio",North Central Region,Great Lakes,"Bowmanville, Ont, Canada",North America,Canada,4101,Maritime,Portland,SAINT MARYS CEMENT,4027,,1 DBK, CF,7561395.5," 7,561 ",8335 ST," $597,000.00 ",,000001,,15102010,1,NC,Classified: 2523.21,PORTLAND CEMENT,
PCMV224023,1,9/24/2024,"Consignee: St Marys Cement Mary's Cement Co., Detroit Plant; Goods Shipped: Cement Clinker; Vessel: Saint Marys Cement Ii; Shipper (Original Format): Saint Marys Cement; Shipper: Mary's Cement Corp.",Votorantim,Construction Materials,"ST. MARY'S CEMENT
9333 DEARBORN RD
DETROIT, MICH. 48209",Hejoassu Administração S.A.,Votorantim,"SAINT MARYS CEMENT
400, Waverly Road South
Bowmanville
Ontario
L1C 3K3
Canada",Hejoassu Administração S.A.,PCMV - Port City Marine Services,,,Canada,"Detroit/Wayne County Port Authority, Detroit, Michigan",North Central Region,"Detroit/Wayne County Port Authority, Detroit, Michigan",North Central Region,Great Lakes,"Bowmanville, Ont, Canada",North America,Canada,3801,Maritime,CEMENT CLINKER,SAINT MARYS CEMENT II,4023,,1 DBK, CF,12400325," 12,400 ",13669 ST," $16,145,000.00 ",,000001,,15102010,1,NC,Classified: 6904.10,CEMENT CLINKER,
PCMV224022,1,9/19/2024,"Consignee: St Marys Cement Mary's Cement Co., Detroit Plant; Goods Shipped: Cement Clinker; Consignee (Original Format): St Marys Cement; Vessel: St Marys Cement Ii; Shipper (Original Format): St Marys Cement; Shipper: Mary's Cement Corp.",Votorantim,Construction Materials,"ST MARYS CEMENT
9333 DEARBORN RD
DETROIT, MI., 48209",Hejoassu Administração S.A.,Votorantim,"ST MARYS CEMENT
400, Waverly Road South
Bowmanville
Ontario
L1C 3K3
Canada",Hejoassu Administração S.A.,PCMV - Port City Marine Services,,,Canada,"Detroit/Wayne County Port Authority, Detroit, Michigan",North Central Region,"Detroit/Wayne County Port Authority, Detroit, Michigan",North Central Region,Great Lakes,"Bowmanville, Ont, Canada",North America,Canada,"3801;DETROIT,MI",Maritime,CEMENT CLINKER,ST MARYS CEMENT II,4022,,1 DBK, CF,12706047," 12,706 ",14006 ST," $16,543,000.00 ",,000001,,15102010,1,NC,Classified: 6904.10,CEMENT CLINKER,
CSSLCTAD24068,1,9/15/2024,"Consignee: St Marys Cement Mary's Cement Co., Detroit Plant; Consignee (Original Format): St Marys Cement; Shipper (Original Format): St Marys Cement; Shipper: Mary's Cement Corp.",Votorantim,Construction Materials,"ST MARYS CEMENT
9333 DEARBORN STREET
DETROIT MI 48209",Hejoassu Administração S.A.,Votorantim,"ST MARYS CEMENT
400, Waverly Road South
Bowmanville
Ontario
L1C 3K3
Canada",Hejoassu Administração S.A.,CSSL - The Csl Group Inc,,,Canada,"Detroit/Wayne County Port Authority, Detroit, Michigan",North Central Region,"Detroit/Wayne County Port Authority, Detroit, Michigan",North Central Region,Great Lakes,"Bowmanville, Ont, Canada",North America,Canada,CANADA,Maritime,CLINKER,CSL TADOUSSAC,24068,,1 BLK, CF,26350000," 26,350 ",26350000 KG," $30,830,000.00 ",,000001,,15102010,1,NC,Classified: 6904.90,CLINKER,
PCMV124024,1,9/11/2024,"Consignee: St Marys Cement Mary's Cement Corp., Detroit Plant; Goods Shipped: Portland Cement; Vessel: Saint Marys Cement; Shipper (Original Format): Saint Marys Cement; Shipper: Mary's Cement Corp.",Votorantim,Construction Materials,"ST. MARY'S CEMENT
250 JEFFERSON AVE
CLEVELAND OHIO 44113",Hejoassu Administração S.A.,Votorantim,"SAINT MARYS CEMENT
400, Waverly Road South
Bowmanville
Ontario
L1C 3K3
Canada",Hejoassu Administração S.A.,PCMV - Port City Marine Services,,,Canada,"Port Of Cleveland, Cleveland, Ohio",North Central Region,"Port Of Cleveland, Cleveland, Ohio",North Central Region,Great Lakes,"Bowmanville, Ont, Canada",North America,Canada,4101,Maritime,Portland,SAINT MARYS CEMENT,4024,,1 DBK, CF,7699287.5," 7,699 ",8487 ST," $608,000.00 ",,000001,,15102010,1,NC,Classified: 2523.21,PORTLAND CEMENT,
PCMV224021,1,9/6/2024,"Consignee: St Marys Cement Mary's Cement Co., Detroit Plant; Goods Shipped: Cement Clinker; Vessel: Saint Marys Cement Ii; Shipper (Original Format): Saint Marys Cement; Shipper: Mary's Cement Corp.",Votorantim,Construction Materials,"ST. MARY'S CEMENT
9333 DEARBORN RD
DETROIT, MICH. 48209",Hejoassu Administração S.A.,Votorantim,"SAINT MARYS CEMENT
400, Waverly Road South
Bowmanville
Ontario
L1C 3K3
Canada",Hejoassu Administração S.A.,PCMV - Port City Marine Services,,,Canada,"Detroit/Wayne County Port Authority, Detroit, Michigan",North Central Region,"Detroit/Wayne County Port Authority, Detroit, Michigan",North Central Region,Great Lakes,"Bowmanville, Ont, Canada",North America,Canada,3801,Maritime,CEMENT CLINKER,SAINT MARYS CEMENT II,4021,,1 DBK, CF,12959152," 12,959 ",14285 ST," $16,873,000.00 ",,000001,,15102010,1,NC,Classified: 6904.10,CEMENT CLINKER,
PCMV224020,1,8/29/2024,"Consignee: St Marys Cement Mary's Cement Corp., Detroit Plant; Goods Shipped: Portland Cement; Consignee (Original Format): St Marys Cement; Vessel: Saint Marys Cement Ii; Shipper (Original Format): St Marys Cement; Shipper: Mary's Cement Corp.",Votorantim,Construction Materials,"ST MARYS CEMENT
250 JEFFERSON AVE
CLEVELAND OHIO 44113",Hejoassu Administração S.A.,Votorantim,"ST MARYS CEMENT
400, Waverly Road South
Bowmanville
Ontario
L1C 3K3
Canada",Hejoassu Administração S.A.,PCMV - Port City Marine Services,,,Canada,"Port Of Cleveland, Cleveland, Ohio",North Central Region,"Port Of Cleveland, Cleveland, Ohio",North Central Region,Great Lakes,"Bowmanville, Ont, Canada",North America,Canada,4101,Maritime,Portland,SAINT MARYS CEMENT II,4020,,1 DBK, CF,10799142," 10,799 ",11904 ST," $1,490,000.00 ",,000001,,15102010,1,NC,Classified: 2523.21,PORTLAND CEMENT,
PCMV224019,1,8/19/2024,"Consignee: St Marys Cement Mary's Cement Co., Detroit Plant; Goods Shipped: Cement Clinker; Consignee (Original Format): St Marys Cement; Vessel: Saint Marys Cement Ii; Shipper (Original Format): St Marys Cement; Shipper: Mary's Cement Corp.",Votorantim,Construction Materials,"ST MARYS CEMENT
9333 DEARBORN RD
DETROIT, MICH. 48209",Hejoassu Administração S.A.,Votorantim,"ST MARYS CEMENT
400, Waverly Road South
Bowmanville
Ontario
L1C 3K3
Canada",Hejoassu Administração S.A.,PCMV - Port City Marine Services,,,Canada,"Detroit/Wayne County Port Authority, Detroit, Michigan",North Central Region,"Detroit/Wayne County Port Authority, Detroit, Michigan",North Central Region,Great Lakes,"Bowmanville, Ont, Canada",North America,Canada,3801,Maritime,CEMENT CLINKER,SAINT MARYS CEMENT II,4019,,1 DBK, CF,13031727," 13,032 ",14365 ST," $23,275,000.00 ",,000001,,15102010,1,NC,Classified: 6904.10,CEMENT CLINKER,
PCMV124021B,1,8/17/2024,"Consignee: St Marys Cement Mary's Cement Corp., Detroit Plant; Goods Shipped: Portland Cement; Consignee (Original Format): St Marys Cement; Vessel: Saint Marys Cement; Shipper (Original Format): St Marys Cement; Shipper: Mary's Cement Corp.",Votorantim,Construction Materials,"ST MARYS CEMENT
250 JEFFERSON AVE
CLEVELAND OHIO 44113",Hejoassu Administração S.A.,Votorantim,"ST MARYS CEMENT
400, Waverly Road South
Bowmanville
Ontario
L1C 3K3
Canada",Hejoassu Administração S.A.,PCMV - Port City Marine Services,,,Canada,"Port Of Cleveland, Cleveland, Ohio",North Central Region,"Port Of Cleveland, Cleveland, Ohio",North Central Region,Great Lakes,"Bowmanville, Ont, Canada",North America,Canada,4101,Maritime,Portland,SAINT MARYS CEMENT,4021,,1 DBK, CF,3698597.2," 3,699 ",4077 ST," $510,000.00 ",,000001,,15102010,1,NC,Classified: 2523.21,PORTLAND CEMENT,
PCMV224018,1,8/13/2024,"Consignee: St Marys Cement Mary's Cement Co., Detroit Plant; Goods Shipped: Cement Clinker; Consignee (Original Format): Saint Marys Cement; Vessel: Saint Marys Cement Ii; Shipper (Original Format): Saint Marys Cement; Shipper: Mary's Cement Corp.",Votorantim,Construction Materials,"SAINT MARYS CEMENT
9333 DEARBORN RD
DETROIT, MICH. 48209",Hejoassu Administração S.A.,Votorantim,"SAINT MARYS CEMENT
400, Waverly Road South
Bowmanville
Ontario
L1C 3K3
Canada",Hejoassu Administração S.A.,PCMV - Port City Marine Services,,,Canada,"Detroit/Wayne County Port Authority, Detroit, Michigan",North Central Region,"Detroit/Wayne County Port Authority, Detroit, Michigan",North Central Region,Great Lakes,"Bowmanville, Ont, Canada",North America,Canada,3801,Maritime,CEMENT CLINKER,SAINT MARYS CEMENT II,4018,,1 DBK, CF,13002697," 13,003 ",14333 ST," $23,223,000.00 ",,000001,,15102010,1,NC,Classified: 6904.10,CEMENT CLINKER,
PCMV224017,1,8/4/2024,"Consignee: St Marys Cement Mary's Cement Co., Detroit Plant; Goods Shipped: Cement Clinker; Consignee (Original Format): Saint Marys Cement; Vessel: Saint Marys Cement Ii; Shipper (Original Format): Saint Marys Cement; Shipper: Mary's Cement Corp.",Votorantim,Construction Materials,"SAINT MARYS CEMENT
9333 DEARBORN RD
DETROIT, MICH. 48209",Hejoassu Administração S.A.,Votorantim,"SAINT MARYS CEMENT
400, Waverly Road South
Bowmanville
Ontario
L1C 3K3
Canada",Hejoassu Administração S.A.,PCMV - Port City Marine Services,,,Canada,"Detroit/Wayne County Port Authority, Detroit, Michigan",North Central Region,"Detroit/Wayne County Port Authority, Detroit, Michigan",North Central Region,Great Lakes,"Bowmanville, Ont, Canada",North America,Canada,3801,Maritime,CEMENT CLINKER,SAINT MARYS CEMENT II,4017,,1 DBK, CF,9873812," 9,874 ",10884 ST," $13,389,000.00 ",,000001,,15102010,1,NC,Classified: 6904.10,CEMENT CLINKER,
PCMV124019,1,8/3/2024,"Consignee: St Marys Cement Mary's Cement Corp., Detroit Plant; Goods Shipped: Portland Cement; Consignee (Original Format): Saint Marys Cement; Vessel: Saint Marys Cement; Shipper (Original Format): Saint Marys Cement; Shipper: Mary's Cement Corp.",Votorantim,Construction Materials,"SAINT MARYS CEMENT
250 JEFFERSON AVE
CLEVELAND OHIO 44113",Hejoassu Administração S.A.,Votorantim,"SAINT MARYS CEMENT
400, Waverly Road South
Bowmanville
Ontario
L1C 3K3
Canada",Hejoassu Administração S.A.,PCMV - Port City Marine Services,,,Canada,"Port Of Cleveland, Cleveland, Ohio",North Central Region,"Port Of Cleveland, Cleveland, Ohio",North Central Region,Great Lakes,"Bowmanville, Ont, Canada",North America,Canada,4101,Maritime,Portland,SAINT MARYS CEMENT,4019,,1 DBK, CF,7621269.5," 7,621 ",8401 ST," $549,000.00 ",,000001,,15102010,1,NC,Classified: 2523.21,PORTLAND CEMENT,
PCMV224016,1,7/27/2024,"Consignee: St Marys Cement Mary's Cement Co., Detroit Plant; Goods Shipped: Cement Clinker; Consignee (Original Format): Saint Marys Cement; Vessel: Saint Marys Cement Ii; Shipper (Original Format): Saint Marys Cement; Shipper: Mary's Cement Corp.",Votorantim,Construction Materials,"SAINT MARYS CEMENT
9333 DEARBORN RD
DETROIT, MICH. 48209",Hejoassu Administração S.A.,Votorantim,"SAINT MARYS CEMENT
400, Waverly Road South
Bowmanville
Ontario
L1C 3K3
Canada",Hejoassu Administração S.A.,PCMV - Port City Marine Services,,,Canada,"Detroit/Wayne County Port Authority, Detroit, Michigan",North Central Region,"Detroit/Wayne County Port Authority, Detroit, Michigan",North Central Region,Great Lakes,"Bowmanville, Ont, Canada",North America,Canada,3801,Maritime,CEMENT CLINKER,SAINT MARYS CEMENT II,4016,,1 DBK, CF,9095447," 9,095 ",10026 ST," $12,333,000.00 ",,000001,,15102010,1,NC,Classified: 6904.90,CEMENT CLINKER,
PCMV124018,1,7/26/2024,"Consignee: St Marys Cement Mary's Cement Corp., Detroit Plant; Goods Shipped: Portland Cement; Consignee (Original Format): Saint Marys Cement; Vessel: Saint Marys Cement; Shipper (Original Format): Saint Marys Cement; Shipper: Mary's Cement Corp.",Votorantim,Construction Materials,"SAINT MARYS CEMENT
250 JEFFERSON AVE
CLEVELAND, OHIO, 44113",Hejoassu Administração S.A.,Votorantim,"SAINT MARYS CEMENT
400, Waverly Road South
Bowmanville
Ontario
L1C 3K3
Canada",Hejoassu Administração S.A.,PCMV - Port City Marine Services,,,Canada,"Port Of Cleveland, Cleveland, Ohio",North Central Region,"Port Of Cleveland, Cleveland, Ohio",North Central Region,Great Lakes,"Bowmanville, Ont, Canada",North America,Canada,4101,Maritime,Portland,SAINT MARYS CEMENT,4018,,1 DBK, CF,7586796.5," 7,587 ",8363 ST," $546,000.00 ",,000001,,15102010,1,NC,Classified: 2523.21,PORTLAND CEMENT,
CSSLCTAD24044,1,7/23/2024,"Consignee: St Marys Cement Mary's Cement Co., Detroit Plant; Goods Shipped: Cement Clinker; Consignee (Original Format): St Marys Cement; Shipper (Original Format): St Marys Cement; Shipper: Mary's Cement Corp.",Votorantim,Construction Materials,"ST MARYS CEMENT
9333 DEARBORN STREET
DETROIT MI 48209",Hejoassu Administração S.A.,Votorantim,"ST MARYS CEMENT
400, Waverly Road South
Bowmanville
Ontario
L1C 3K3
Canada",Hejoassu Administração S.A.,CSSL - The Csl Group Inc,,,Canada,"Detroit/Wayne County Port Authority, Detroit, Michigan",North Central Region,"Detroit/Wayne County Port Authority, Detroit, Michigan",North Central Region,Great Lakes,"Bowmanville, Ont, Canada",North America,Canada,CANADA,Maritime,CEMENT CLINKER,CSL TADOUSSAC,24044,,1 BLK, CF,26000000," 26,000 ",26000000 KG," $27,248,000.00 ",,000001,,15102010,1,NC,Classified: 6904.90,CEMENT CLINKER,
PCMV224015,1,7/18/2024,"Consignee: St Marys Cement Mary's Cement Co., Detroit Plant; Goods Shipped: Cement Clinker; Consignee (Original Format): Saint Marys Cement; Vessel: Saint Marys Cement Ii; Shipper (Original Format): St Marys Cement; Shipper: Mary's Cement Corp.",Votorantim,Construction Materials,"SAINT MARYS CEMENT
9333 DEARBORN RD
DETROIT, MICH., 48209",Hejoassu Administração S.A.,Votorantim,"ST MARYS CEMENT
400, Waverly Road South
Bowmanville
Ontario
L1C 3K3
Canada",Hejoassu Administração S.A.,PCMV - Port City Marine Services,,,Canada,"Detroit/Wayne County Port Authority, Detroit, Michigan",North Central Region,"Detroit/Wayne County Port Authority, Detroit, Michigan",North Central Region,Great Lakes,"Bowmanville, Ont, Canada",North America,Canada,3801,Maritime,CEMENT CLINKER,SAINT MARYS CEMENT II,4015,,1 DBK, CF,13020841," 13,021 ",14353 ST," $17,656,000.00 ",,000001,,15102010,1,NC,Classified: 6904.90,CEMENT CLINKER,
PCMV124015,1,7/8/2024,"Consignee: St Marys Cement Mary's Cement Corp., Detroit Plant; Goods Shipped: Portland Cement; Consignee (Original Format): Saint Marys Cement; Vessel: Saint Marys Cement; Shipper (Original Format): St Marys Cement; Shipper: Mary's Cement Corp.",Votorantim,Construction Materials,"SAINT MARYS CEMENT
250 JEFFERON AVE
CLEVELAND OHIO 44113",Hejoassu Administração S.A.,Votorantim,"ST MARYS CEMENT
400, Waverly Road South
Bowmanville
Ontario
L1C 3K3
Canada",Hejoassu Administração S.A.,PCMV - Port City Marine Services,,,Canada,"Port Of Cleveland, Cleveland, Ohio",North Central Region,"Port Of Cleveland, Cleveland, Ohio",North Central Region,Great Lakes,"Bowmanville, Ont, Canada",North America,Canada,4101,Maritime,Portland,SAINT MARYS CEMENT,4015,,1 DBK, CF,7781841.5," 7,782 ",8578 ST," $599,000.00 ",,000001,,15102010,1,NC,Classified: 2523.21,PORTLAND CEMENT,
